num_runs,nis_mean,nis_variance,log_mean_component,log_variance_component,cnis,dof
7850,35.9175,72.1442,-0.00229422,0.00200144,0.00429565,36
7900,35.9238,72.0166,-0.00211832,0.000230078,0.0023484,36
7950,35.9358,72.0206,-0.0017851,0.00028568,0.00207079,36
8000,35.94,72.0111,-0.00166869,0.000154658,0.00182335,36
8050,35.9305,71.9448,-0.00193197,-0.000767218,0.00269918,36
8100,35.9364,72.038,-0.00176863,0.000527448,0.00229608,36
8150,35.9305,72.0107,-0.00193365,0.000148954,0.0020826,36
8200,35.9213,72.011,-0.0021887,0.000153013,0.00234171,36
8250,35.9306,72.2108,-0.0019284,0.00292394,0.00485233,36
8300,35.9302,72.1383,-0.00194002,0.0019189,0.00385893,36
8350,35.9307,72.1452,-0.0019272,0.00201436,0.00394156,36
8400,35.9332,72.0193,-0.00185603,0.000268076,0.00212411,36
8450,35.9213,71.9526,-0.0021872,-0.000658583,0.00284578,36
8500,35.9122,71.8566,-0.00244302,-0.0019934,0.00443642,36
8550,35.9099,71.7087,-0.00250458,-0.00405369,0.00655827,36
8600,35.9378,71.9804,-0.001728,-0.000272428,0.00200043,36
8650,35.9408,71.9558,-0.00164611,-0.000613923,0.00226003,36
8700,35.9511,71.931,-0.00135895,-0.000958797,0.00231775,36
8750,35.9452,71.7944,-0.00152323,-0.00286015,0.00438338,36
8800,35.944,71.7693,-0.00155808,-0.00320989,0.00476798,36
8850,35.946,71.7882,-0.00150076,-0.00294651,0.00444727,36
8900,35.9532,71.7631,-0.00129986,-0.00329562,0.00459548,36
8950,35.9454,71.6766,-0.00151706,-0.0045022,0.00601926,36
9000,35.9482,71.7556,-0.00143895,-0.00339996,0.00483891,36
9050,35.9476,71.6386,-0.00145543,-0.00503225,0.00648768,36
9100,35.9417,71.7084,-0.00162019,-0.0040581,0.00567828,36
9150,35.9439,71.5884,-0.00155818,-0.00573297,0.00729116,36
9200,35.9356,71.6409,-0.00179132,-0.00500053,0.00679185,36
9250,35.9515,71.9175,-0.0013472,-0.00114673,0.00249394,36
9300,35.95,71.9423,-0.00139118,-0.000801343,0.00219253,36
9350,35.9378,71.8514,-0.00172815,-0.00206636,0.00379451,36
